;Cycle;Origin;Destination;Total;age: [children];age: [adults];age: [elders];occupation: [student];occupation: [worker]
0;0;Azenha;Azenha;1872;298;507;235;892;980
1;0;Azenha;Bom Fim;530;0;223;108;100;430
2;0;Azenha;Centro Histórico;1124;100;473;192;194;930
3;0;Azenha;Cidade Baixa;1555;0;758;344;145;1410
4;0;Azenha;Farroupilha;680;0;312;178;50;630
5;0;Azenha;Floresta;573;50;167;83;249;324
6;0;Azenha;Independência;332;50;120;61;95;237
7;0;Azenha;Menino Deus;2892;547;1002;538;982;1910
8;0;Azenha;Moinhos de Vento;250;0;84;39;100;150
9;0;Azenha;Praia de Belas;8592;1373;3742;1748;1605;5163
10;0;Azenha;Rio Branco;531;50;95;48;344;187
11;0;Azenha;Santa Cecília;380;50;119;58;150;230
12;0;Azenha;Santana;3036;692;585;296;2007;1029
13;0;Bom Fim;Azenha;589;0;248;128;94;495
14;0;Bom Fim;Bom Fim;2248;100;980;568;100;2148
15;0;Bom Fim;Centro Histórico;1730;100;663;284;495;1235
16;0;Bom Fim;Cidade Baixa;1189;198;263;136;683;506
17;0;Bom Fim;Farroupilha;1400;0;551;333;200;1200
18;0;Bom Fim;Floresta;537;50;172;78;200;337
19;0;Bom Fim;Independência;2937;150;1084;568;650;2287
20;0;Bom Fim;Menino Deus;1039;149;277;169;438;601
21;0;Bom Fim;Moinhos de Vento;739;149;188;105;399;340
22;0;Bom Fim;Praia de Belas;6808;780;2865;1584;1373;3891
23;0;Bom Fim;Rio Branco;3267;347;1377;656;867;2400
24;0;Bom Fim;Santa Cecília;646;100;232;116;200;446
25;0;Bom Fim;Santana;631;99;134;59;428;203
26;0;Centro Histórico;Azenha;1448;100;634;264;200;1248
27;0;Centro Histórico;Bom Fim;2038;100;828;362;488;1550
28;0;Centro Histórico;Centro Histórico;9867;2575;610;164;9029;838
29;0;Centro Histórico;Cidade Baixa;4819;349;1704;737;1644;3175
30;0;Centro Histórico;Farroupilha;700;0;195;102;300;400
31;0;Centro Histórico;Floresta;1754;250;624;233;694;1060
32;0;Centro Histórico;Independência;1025;100;390;149;444;581
33;0;Centro Histórico;Menino Deus;1020;150;330;162;400;620
34;0;Centro Histórico;Moinhos de Vento;894;50;417;201;150;744
35;0;Centro Histórico;Praia de Belas;18940;2540;8579;3974;3583;10100
36;0;Centro Histórico;Rio Branco;1653;200;487;229;750;903
37;0;Centro Histórico;Santa Cecília;1400;50;542;214;450;950
38;0;Centro Histórico;Santana;608;150;186;88;245;363
39;0;Cidade Baixa;Azenha;2085;0;1019;484;150;1935
40;0;Cidade Baixa;Bom Fim;1173;200;261;127;688;485
41;0;Cidade Baixa;Centro Histórico;3717;348;1144;498;1591;2126
42;0;Cidade Baixa;Cidade Baixa;5484;892;1148;547;3146;2338
43;0;Cidade Baixa;Farroupilha;2450;100;870;354;850;1600
44;0;Cidade Baixa;Floresta;500;50;110;57;249;251
45;0;Cidade Baixa;Independência;980;0;403;184;250;730
46;0;Cidade Baixa;Menino Deus;3397;299;1377;721;682;2715
47;0;Cidade Baixa;Moinhos de Vento;343;99;97;36;143;200
48;0;Cidade Baixa;Praia de Belas;9305;1011;4235;1871;1757;5431
49;0;Cidade Baixa;Rio Branco;832;99;384;148;199;633
50;0;Cidade Baixa;Santa Cecília;250;0;94;42;50;200
51;0;Cidade Baixa;Santana;554;50;234;95;194;360
52;0;Farroupilha;Azenha;517;0;233;138;42;475
53;0;Farroupilha;Bom Fim;1035;0;391;236;191;844
54;0;Farroupilha;Centro Histórico;523;0;108;68;288;235
55;0;Farroupilha;Cidade Baixa;1874;100;578;233;812;1062
56;0;Farroupilha;Farroupilha;184;100;36;33;100;84
57;0;Farroupilha;Floresta;358;50;117;48;150;208
58;0;Farroupilha;Independência;339;50;130;61;92;247
59;0;Farroupilha;Menino Deus;1678;50;634;318;569;1109
60;0;Farroupilha;Moinhos de Vento;298;49;97;64;99;199
61;0;Farroupilha;Praia de Belas;3244;63;1562;857;197;2919
62;0;Farroupilha;Rio Branco;971;97;297;144;394;577
63;0;Farroupilha;Santa Cecília;241;0;124;40;99;142
64;0;Farroupilha;Santana;353;50;60;29;248;105
65;0;Floresta;Azenha;499;50;123;66;249;250
66;0;Floresta;Bom Fim;527;50;176;81;190;337
67;0;Floresta;Centro Histórico;1494;245;509;172;694;800
68;0;Floresta;Cidade Baixa;505;50;126;55;246;259
69;0;Floresta;Farroupilha;499;49;193;86;149;350
70;0;Floresta;Floresta;3204;696;910;487;1462;1742
71;0;Floresta;Independência;1234;347;216;109;875;359
72;0;Floresta;Menino Deus;685;147;242;121;237;448
73;0;Floresta;Moinhos de Vento;1360;199;504;288;349;1011
74;0;Floresta;Praia de Belas;6285;1102;2652;1307;1274;3479
75;0;Floresta;Rio Branco;923;348;123;33;785;138
76;0;Floresta;Santa Cecília;157;0;46;36;50;107
77;0;Floresta;Santana;337;50;71;48;187;150
78;0;Independência;Azenha;304;50;97;57;100;204
79;0;Independência;Bom Fim;2223;150;736;397;646;1577
80;0;Independência;Centro Histórico;1026;100;388;144;448;578
81;0;Independência;Cidade Baixa;1029;0;410;220;239;790
82;0;Independência;Farroupilha;437;50;169;91;100;337
83;0;Independência;Floresta;1215;347;208;103;880;335
84;0;Independência;Independência;3097;197;1309;777;389;2708
85;0;Independência;Menino Deus;623;149;215;126;191;432
86;0;Independência;Moinhos de Vento;677;98;199;154;239;438
87;0;Independência;Praia de Belas;5614;504;2391;1458;873;3638
88;0;Independência;Rio Branco;1221;388;321;122;802;419
89;0;Independência;Santa Cecília;300;50;61;47;150;150
90;0;Independência;Santana;520;100;185;111;150;370
91;0;Menino Deus;Azenha;3183;549;1165;609;997;2186
92;0;Menino Deus;Bom Fim;1100;150;312;174;450;650
93;0;Menino Deus;Centro Histórico;1047;148;356;174;391;656
94;0;Menino Deus;Cidade Baixa;3842;300;1620;882;694;3148
95;0;Menino Deus;Farroupilha;2237;50;912;468;600;1637
96;0;Menino Deus;Floresta;627;150;194;105;250;377
97;0;Menino Deus;Independência;850;150;333;182;200;650
98;0;Menino Deus;Menino Deus;13154;1194;5307;2848;3135;10019
99;0;Menino Deus;Moinhos de Vento;541;50;177;144;150;391
100;0;Menino Deus;Praia de Belas;16673;2676;7377;3960;3330;9103
101;0;Menino Deus;Rio Branco;632;149;260;129;149;483
102;0;Menino Deus;Santa Cecília;938;150;301;150;388;550
103;0;Menino Deus;Santana;618;150;132;46;444;174
104;0;Moinhos de Vento;Azenha;200;0;57;26;100;100
105;0;Moinhos de Vento;Bom Fim;734;150;185;116;396;338
106;0;Moinhos de Vento;Centro Histórico;739;50;337;168;138;601
107;0;Moinhos de Vento;Cidade Baixa;296;100;71;26;150;146
108;0;Moinhos de Vento;Farroupilha;400;50;146;98;100;300
109;0;Moinhos de Vento;Floresta;1194;200;405;263;347;847
110;0;Moinhos de Vento;Independência;833;100;265;199;249;584
111;0;Moinhos de Vento;Menino Deus;576;50;207;176;127;449
112;0;Moinhos de Vento;Moinhos de Vento;5490;398;2104;1725;982;4508
113;0;Moinhos de Vento;Praia de Belas;6443;770;2721;1995;1187;3603
114;0;Moinhos de Vento;Rio Branco;2043;349;582;365;945;1098
115;0;Moinhos de Vento;Santa Cecília;467;0;141;88;200;267
116;0;Moinhos de Vento;Santana;270;50;56;45;149;121
117;0;Praia de Belas;Azenha;7618;1368;3275;1498;1586;4208
118;0;Praia de Belas;Bom Fim;6374;773;2553;1447;1335;3495
119;0;Praia de Belas;Centro Histórico;21432;2552;9818;4498;3703;12472
120;0;Praia de Belas;Cidade Baixa;9048;1009;4088;1758;1741;5190
121;0;Praia de Belas;Farroupilha;699;60;312;212;87;484
122;0;Praia de Belas;Floresta;6339;1090;2762;1311;1222;3585
123;0;Praia de Belas;Independência;4466;491;1805;1195;824;2539
124;0;Praia de Belas;Menino Deus;18440;2684;8289;4458;3424;10776
125;0;Praia de Belas;Moinhos de Vento;6282;776;2616;2030;1190;3439
126;0;Praia de Belas;Praia de Belas;4183;566;1840;884;500;3109
127;0;Praia de Belas;Rio Branco;9412;1411;4198;2205;1877;5177
128;0;Praia de Belas;Santa Cecília;3266;495;1479;774;579;1910
129;0;Praia de Belas;Santana;11784;1784;5129;2731;2237;6654
130;0;Rio Branco;Azenha;493;50;70;45;344;149
131;0;Rio Branco;Bom Fim;4287;350;1911;934;894;3393
132;0;Rio Branco;Centro Histórico;1829;199;584;300;726;1103
133;0;Rio Branco;Cidade Baixa;700;100;316;119;200;500
134;0;Rio Branco;Farroupilha;1245;100;443;218;395;850
135;0;Rio Branco;Floresta;900;350;102;31;794;106
136;0;Rio Branco;Independência;1435;400;413;182;850;585
137;0;Rio Branco;Menino Deus;578;150;228;108;150;428
138;0;Rio Branco;Moinhos de Vento;2091;349;604;375;932;1159
139;0;Rio Branco;Praia de Belas;7997;1389;3510;1788;1809;3830
140;0;Rio Branco;Rio Branco;1634;200;340;204;984;650
141;0;Rio Branco;Santa Cecília;1239;50;548;280;200;1039
142;0;Rio Branco;Santana;985;50;387;207;250;735
143;0;Santa Cecília;Azenha;332;50;89;48;148;184
144;0;Santa Cecília;Bom Fim;824;99;336;171;199;625
145;0;Santa Cecília;Centro Histórico;1086;48;375;152;431;655
146;0;Santa Cecília;Cidade Baixa;188;0;65;28;50;138
147;0;Santa Cecília;Farroupilha;284;0;148;53;100;184
148;0;Santa Cecília;Floresta;184;0;60;49;50;134
149;0;Santa Cecília;Independência;241;49;39;31;140;101
150;0;Santa Cecília;Menino Deus;746;149;205;85;397;349
151;0;Santa Cecília;Moinhos de Vento;421;0;120;75;188;233
152;0;Santa Cecília;Praia de Belas;4326;501;1976;1046;626;2923
153;0;Santa Cecília;Rio Branco;1032;50;453;223;191;841
154;0;Santa Cecília;Santa Cecília;2772;399;1107;506;887;1885
155;0;Santa Cecília;Santana;1715;198;577;264;729;986
156;0;Santana;Azenha;3207;695;670;330;2011;1196
157;0;Santana;Bom Fim;667;100;142;63;450;217
158;0;Santana;Centro Histórico;552;149;161;65;249;303
159;0;Santana;Cidade Baixa;541;50;229;79;199;342
160;0;Santana;Farroupilha;400;50;80;43;250;150
161;0;Santana;Floresta;324;50;60;41;200;124
162;0;Santana;Independência;517;99;182;109;149;368
163;0;Santana;Menino Deus;614;148;133;41;446;168
164;0;Santana;Moinhos de Vento;299;50;70;54;149;150
165;0;Santana;Praia de Belas;10933;1784;4714;2529;2191;5849
166;0;Santana;Rio Branco;1262;49;539;285;241;1021
167;0;Santana;Santa Cecília;2095;199;756;380;733;1362
168;0;Santana;Santana;12513;2178;4158;1988;4907;7606
